ID,NAME,Host_ID,Host_identity_verified,Host_name,Neighbourhood_group,Neighbourhood,Latitude,Longditude,Country,Country_Code,instant_bookable,Cancellation_policy,Room_Type,Construction_year,Price,Service_fee,Minimum_nights,Number_of_reviews,Last_review,Reviews_per_month,Review_rate_number,Calculated_host_listings_count,Availability_365,House_rules,License
2454990,Amazing Designer Loft in BK Factory,78997505271,unconfirmed,Vida,Brooklyn,Greenpoint,40.72456,-73.94343,United States,US,TRUE,flexible,Entire home/apt,2008,468,94,30,7,3/27/2019,0.11,2,52,251,No smoking please - Please just leave the place as you found it.,
6242663,Quiet private room upper east side,34622841998,unconfirmed,Sabrina,Manhattan,Upper East Side,40.77877,-73.94824,United States,US,FALSE,flexible,Private room,2006,468,94,1,3,10/23/2015,0.06,4,1,25,,
4897260,Sunny NYC APT - 15min from Midtown,22154567076,unconfirmed,Pao,Queens,Sunnyside,40.74513,-73.91685,United States,US,TRUE,flexible,Entire home/apt,2004,468,94,30,10,5/23/2019,0.28,5,3,169,No smoking inside the house and make sure to think about the house as your own,
5826781,2 BR Apt w/ patio close to the L,90608852104,verified,Ian,Brooklyn,Bushwick,40.70264,-73.91702,United States,US,FALSE,strict,Entire home/apt,2020,469,94,2,3,11/13/2015,0.06,1,2,426,"We expect that you treat our home as you would yours.  If you smoke, you can do so on the back porch. There is absolutely no smoking in the apartment. If you have a pet you are traveling with, please contact us, we can discuss a nice pet.",
8317654,"Home in Ditmas Park, Brooklyn!",5114090949,unconfirmed,R,Brooklyn,Flatbush,40.64295,-73.96137,United States,US,TRUE,moderate,Entire home/apt,2004,469,94,1,2,12/30/2015,0.05,5,1,9,"No pets.  No parties. No smoking. No alcohol consumption above 2 beers or the equivalent per night.  No loud music after 10pm, please, the building is full of Graduate students who study late at night.",
2788579,Manhattan/ LES Short term Stay,26384760743,unconfirmed,Herman  F,Manhattan,East Village,40.72373,-73.99118,United States,US,FALSE,strict,Private room,2006,469,94,30,20,8/21/2018,0.31,2,1,165,"As this is our personal living space, we request that there be no smoking indoors and that you treat our belongings with respect. Pets are allowed, provided they are well behaved and low shedding :) We own a dog (who will not be on premises during your stay), who does shed, although we will have the place cleaned prior to your arrival. However, anyone with potential allergies should be aware.  If it would be possible, we would greatly appreciate if guests would provide water for our plants a couple of times during their stay. There are only 4 total and they are conveniently located right in the kitchen. Three are herb plants (basil, thyme and aloe) and you are welcome to use any while you are there!",
5217594,Private Room Available!,6496423903,verified,Nina,Manhattan,Harlem,40.82171,-73.95515,United States,US,FALSE,flexible,Private room,2009,469,94,1,6,8/16/2016,0.12,5,1,-9,"- I work at home and prefer to rent to folks who are visiting Boston for business and professional reasons.  Most of my guests are here to work in the Longwood Medical Area.  I often rent to fourth-year medical students doing rotations at HMS, and to physicians and post-docs affiliated with other institutions in the LMA. - I have a dog and two cats, so please take care and don't leave the front door standing open. -Please, no guests.  There are lots of pubs in the neighborhood if you want to meet friends.",
7262761,Classic NY Apartment. Prime Manhattan Location,93533539233,verified,Julia,Manhattan,Gramercy,40.73563,-73.98801,United States,US,FALSE,flexible,Entire home/apt,2020,470,94,30,3,5/27/2019,0.15,1,2,332,,
7372669,1 Room in Apt. near Columbia Univ.,70037980816,verified,Ian,Manhattan,Upper West Side,40.80101,-73.96076,United States,US,FALSE,moderate,Private room,2011,470,94,2,1,12/20/2015,0.02,2,2,340,"- The price is based on double occupancy. $50. per person per night. - Check prices with host before booking - The price is based on double occupancy $300 per person per week. And $1000 monthly per person. - Single room $64 per night. Weekly, $350. Monthly $1203",
2994587,Bushwick Bungalow,64706510892,unconfirmed,Cat,Brooklyn,Bushwick,40.70014,-73.92705,United States,US,FALSE,moderate,Entire home/apt,2014,471,94,1,1,10/14/2015,0.02,1,1,26,"To treat our home with respect.  No smoking inside but feel free to use the front porch.  The marble in the bathroom is very easily stained. We ask that you limit drinking coffee, red wine, etc to the bedroom.",
4851419,Rare Find - Oversized 1BR in Williamsburg center,10023222255,unconfirmed,Nicole,Brooklyn,Williamsburg,40.70971,-73.96561,United States,US,TRUE,moderate,Entire home/apt,2003,471,94,14,20,6/20/2019,0.43,5,1,368,"Please note that we are a no smoking environment, and pets are only accepted in certain room types that have direct access to the outside. Please call ahead to make arrangements. ",
2052363,1 BDR in Heart of Lower East side,41826174898,unconfirmed,Melanie,Manhattan,Chinatown,40.71593,-73.99031,United States,US,FALSE,moderate,Entire home/apt,2019,471,94,4,14,5/28/2019,0.31,3,1,70,"** No open flames [except kitchen gas stove and patio grill] ** Please leave shoes off upon house entry [to protect the beautiful old wood floors] ** Please try to leave things pretty much the way you found them at end of stay ** Please leave beds that were used unmade and leave all used towels, pillows and blankets on the unmade beds   ** Please place all trash in large black bags [in kitchen ell] and recycling in see-through bags [gray bin, extras located in kitchen ell].  These should go out to curbside pick-up on Mondays and Fridays by 7am ** We are glad to host children but please be aware that the house is NOT child-proofed.  Parents will need to watch children, especially toddlers, carefully.  We can provide a stairway gate for the floor on which the toddler is staying but none-the-less this is a five story house and long winding stairway which may be a safety challenge for young children and their parents. ** Unfortunately accidents do happen so if anything in the house gets st",
4945863,Sunny 1BR in the East Village center,8934408460,unconfirmed,Vladimir,Manhattan,East Village,40.72669,-73.98275,United States,US,TRUE,moderate,Entire home/apt,2016,471,94,5,63,6/24/2019,1.24,4,1,201,"1. No damage to the house or furniture 2. No Smoking, No Pets, No Drugs 3. No more sleepover people then you booked 4. Keep quiet after 11:00 PM 5. Be respectful to neighbors 6. Keep the kitchen clean after used 7. Keep the bathroom clean after used 8. Check-in: 3PM, Check-out: 11:00AM",
1213972,Your Stunning Vacation Apartment!,34923339960,verified,Hall,Manhattan,Harlem,40.81822,-73.94095,United States,US,TRUE,flexible,Entire home/apt,,471,94,1,320,6/23/2019,3.23,,1,414,"No smoking  Not suitable for pets  No parties or events  Check-in time is after 2pm Quiet hours: 10pm-8am - Please refrain from loud noise after 10pm as this is a family neighborhood. Music and voices from the upper deck carries down the block. We enforce a loss of deposit if there are noise complaints. - No parties. Although we want your group to have tons of fun, additional unnamed guests at a party will result in a 100% loss of deposit. AGREEMENT This Lease Agreement (the “Agreement"") is made by and between Airbnb host (“Homeowner"") and (“Guest"") as of the date last set forth on the agreement made via the (website hidden). For good and valuable consideration, the sufficiency of which is acknowledged, the parties hereby agree as follows: 1. Property. The property address will be disclosed at time of booking. 2. Rental Party. The rental party shall consist of Adults and Children (under age 18). The maximum number of guests is limited to 4 persons. Additional guests staying the night b",
6784469,Modern Manhattan Oasis,11820577883,unconfirmed,Ethan,Manhattan,Lower East Side,40.72126,-73.98482,United States,US,FALSE,moderate,Entire home/apt,2012,471,94,1,76,9/29/2016,1.65,5,1,211,"No smoking or drugs. We try to keep the house clean, so we take off our shoes when we come in. We all work or go to grad school, so we like to keep the house clean and quiet. Absolutely no smokers, even if you smoke outside. We'd rather not have anyone in the house who brings back in the smell of smoke.",
3501598,"Peaceful, Upper East Side Studio",44706793038,unconfirmed,Madeleine,Manhattan,Upper East Side,40.76299,-73.96166,United States,US,FALSE,strict,Entire home/apt,2006,471,94,5,10,9/23/2017,0.16,2,1,293,Please respect the residents in the building by keeping noise down and absolutely no smoking!  Thanks.,
1667962,Brownstone Beauty with Deck,66059905501,unconfirmed,Richard,Brooklyn,Bedford-Stuyvesant,40.68543,-73.93838,United States,US,TRUE,flexible,Entire home/apt,2003,472,94,10,10,5/26/2019,0.17,1,2,233,,
4282550,Room #1 Private Room,95572961931,unconfirmed,Shahana,Brooklyn,Crown Heights,40.67122,-73.91813,United States,US,TRUE,strict,Private room,2003,472,94,1,153,6/14/2019,2.66,3,10,344,"Make yourself at home! While that means enjoy the amenities in the apartment during your stay, I hope you would also treat my home with respect. Lastly, accidents do happen — I get it :) Just leave me a note about things that are broken or not working. ",
2325751,Comfortable Central Park North Rm,18897314542,unconfirmed,Clotaire,Manhattan,Harlem,40.8004,-73.95645,United States,US,FALSE,flexible,Private room,2009,472,94,1,85,6/29/2019,1.15,1,1,30,,
1137754,BK Sweet Suite w/Kitchen&FullBath,95787147567,unconfirmed,Mason,Brooklyn,East Flatbush,40.64446,-73.9503,United States,US,TRUE,strict,Entire home/apt,2011,966,94,3,238,6/14/2019,2.3,,1,350,"Relax and enjoy. Kitchen fully equipped. Linens and towels supplied.  No smoking. No candles. And, sorry, but this is a place for one adult or a couple. Not suitable for kids.",
2440078,Gorgeous spacious. 2 subways close,16840133565,unconfirmed,Marialuisa,Brooklyn,Bedford-Stuyvesant,40.6842,-73.9177,United States,US,FALSE,moderate,Private room,2014,473,95,1,123,6/30/2019,2.23,5,1,174,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",
5168992,Room in Clean/Quiet/Funky Space!,95788899960,unconfirmed,Sarah,Brooklyn,Bedford-Stuyvesant,40.69561,-73.93603,United States,US,TRUE,flexible,Private room,2021,473,95,3,1,9/26/2015,0.02,1,1,303,"- Maximum number of guests at any time is 2 adults - No cigarette smoking inside - Please do not take food/beverages unless otherwise noted (but you can use any equipment in the kitchen) - Pets may be accepted on a case by case basis for an additional fee (Note that we have one cat and one (large, chill) therapy dog)",
3677230,"Spacious, Sunny 1 Bedroom Apartment",72259093755,verified,Sasha,Brooklyn,Crown Heights,40.67432,-73.95949,United States,US,FALSE,moderate,Entire home/apt,2006,473,95,5,11,6/17/2019,0.18,4,1,176,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
3412678,Boerum Hill 2BR Garden Apartment,79743778554,unconfirmed,Molly,Brooklyn,Gowanus,40.68322,-73.98968,United States,US,TRUE,flexible,Entire home/apt,2017,473,95,1,183,6/23/2019,2.9,1,1,253,"1. No additional guests without the expressed written permission of the owner.  This rental offer is for one person. 2.  Never any smoking indoors.   3.  No pets, not even visiting pets are allowed. 4.  Be considerate with television loudness and other noise after 10 pm. 5.  Keep kitchen and common areas clean after use. 6.  Enjoy your stay in our home as our roommate!!",
1315595,Quiet One Bedroom in Park Slope,42273759988,verified,Charlotte,Brooklyn,Gowanus,40.67688,-73.9859,United States,US,FALSE,moderate,Entire home/apt,2022,473,95,7,9,6/23/2016,0.1,2,1,264,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected. ",
8216583,"HUGE room, close to subway and CU!",12735953966,unconfirmed,Hannah,Manhattan,Upper West Side,40.79961,-73.96654,United States,US,TRUE,moderate,Private room,2013,473,95,15,2,6/25/2016,0.05,5,1,59,,
5532958,"Sunny, Quiet, Open Space Uptown",54836960542,verified,Faiven,Manhattan,Washington Heights,40.8327,-73.94028,United States,US,FALSE,moderate,Shared room,2004,473,95,1,2,8/17/2015,0.04,5,2,82,"Guests must be quiet and clean adults,all the other apartments in the building are leased long term to working professionals. No students. The welcome/ check-in letter will be forwarded to you several days before your check in date.",
3158068,The Big Brooklyn,26895360854,verified,Ron,Brooklyn,Crown Heights,40.67019,-73.95541,United States,US,TRUE,strict,Private room,2016,474,95,1,35,4/24/2018,0.54,2,1,79,,
3740192,Awesome Loft in Williamsburg,97517804044,verified,Thomas,Brooklyn,Williamsburg,40.71707,-73.94708,United States,US,FALSE,moderate,Entire home/apt,2003,474,95,1,14,6/30/2019,0.24,4,1,322,Please treat our home as if it were your own.,
4363186,Cozy Harlem Hideaway **,59853277767,unconfirmed,Loryn,Manhattan,Harlem,40.81071,-73.94433,United States,US,FALSE,flexible,Entire home/apt,2014,474,95,2,84,6/18/2019,1.51,5,1,416,"No disturbance When talking on the phone, please do it in your room with door closed Please walk, don't run the stairs Close all doors gently please Recycling/trash put in separate bags (provided) Guest confirms he/she is a non-smoker No smoking anywhere in or out of the house No perfume/cologne, scented laundry detergent allowed Unscented product available No guests/visitors any time, no shared rooms (one person per room) Guests will be liable for any damages they cause Very light kitchen use Please conserve natural resources Stove cooking is not possible Misrepresentation will result in cancellation at your expense",
4107471,"DO DROP IN, LLC",52323858405,unconfirmed,Erica,Brooklyn,Bedford-Stuyvesant,40.68387,-73.95373,United States,US,TRUE,flexible,Entire home/apt,2020,475,95,5,14,12/27/2017,0.28,5,2,-5,No Smoking. Pets Allowed with fee.,
5375000,Super cool and sunny apartment in Crown Heights,40751116942,unconfirmed,Charles,Brooklyn,Crown Heights,40.67406,-73.95234,United States,US,TRUE,moderate,Entire home/apt,2008,475,95,2,22,6/25/2019,0.49,4,1,242,,
3592175,Great Location,32621102567,unconfirmed,Heather,Brooklyn,Fort Greene,40.69236,-73.97254,United States,US,TRUE,flexible,Private room,2020,475,95,30,5,7/30/2018,0.08,3,2,344,No smoking and no pets.  No parties without prior approval.  Names and ages of all guests is required for booking.,
4914934,Designer's Red Hook Apartment,85785870190,unconfirmed,Carly,Brooklyn,Red Hook,40.67404,-74.01021,United States,US,TRUE,moderate,Entire home/apt,2010,475,95,5,51,5/15/2019,0.95,2,1,3,,
7746024,Beautiful New Apt-perfect location!,33559255366,verified,Damian,Brooklyn,Williamsburg,40.7075,-73.95385,United States,US,FALSE,moderate,Private room,2019,475,95,6,3,4/28/2016,0.07,3,1,290,"No smoking! If I smell smoke or if there is other evidence of smoking, you will forfeit your entire security deposit.   The fireplace is (URL HIDDEN) do not use it as it will cause significant damage. If you do, you will forfeit your entire security deposit. I would consider VERY well behaved pets. A pet would lead to $75 being added to the cleaning fee. You are responsible for any damage caused by your pet. If a pet stays here without pre-approval, you will forfeit your entire deposit. Check in and check out time can be flexible depending upon the dates you are looking for and whether anyone else is staying. Unless we arrange otherwise, check in and check out is at noon. The cleaning fee covers two hours. If additional cleaning is required, you will be charged $50/hour, deducted from your deposit. Out of respect for my neighbors, I must insist upon no parties being held at my place. If my neighbor complains about a party happening, or if there is a big mess left at the place, you will",
2303107,RUSTIC/MODERN/EV/NYC,28979832478,verified,Mark,Manhattan,East Village,40.73032,-73.98469,United States,US,TRUE,flexible,Entire home/apt,2015,475,95,3,9,8/30/2018,0.18,4,2,220,,
6529307,Quiet Sanctuary right by the Subway,80734042702,verified,Keenan,Brooklyn,Clinton Hill,40.68443,-73.96737,United States,US,FALSE,flexible,Private room,2015,476,95,2,12,8/19/2018,0.25,4,1,301,"Respect our neighbors. Do not park in their driveway spots.    Take good care of our space.  No parties, please.  The neighborhood is safe but as a general precaution since we do live in a city, keep all windows and doors locked when you are outside of the house.",
2852093,Sunny and spacious 2 BR apartment,78285321256,verified,Yolanda,Brooklyn,Flatbush,40.63524,-73.96602,United States,US,TRUE,flexible,Entire home/apt,2005,476,95,30,4,1/15/2016,0.07,4,1,364,"No smoking inside the house.  No loud parties or disturbing the peace or public nuisance allowed. This is a strictly residential rental NOT commercial.  If holding parties you must first seek owner's permission before inviting anyone other than immediate family.   This is a peaceful family neighborhood and I like to keep it that way.  Clean after yourself, clean the stove and oven and all the appliances.  Leave everything exactly in the condition it is in when you first arrived.  Treat this house as if it is your own with the proper respect and courtesy.  No pets allowed.  Check in is 4PM, Check out 10AM.  On Check out date please leave all the dirty sheets, towels, linens by the washer for the maid.  Please leave the outside trash container for the garbage truck on the night before it arrives.",
6516052,FISHGRALA - Bedroom & Private Bathroom + Backyard,91792166808,verified,Blue & Elli,Brooklyn,Red Hook,40.67894,-74.0128,United States,US,FALSE,strict,Private room,2017,476,95,1,128,6/19/2019,2.71,5,1,357,"Check-in is 2:00 pm, and checkout 11:00 am (the bedrooms please, you leave your bags to pick up later or bring them early). After reservation please send me your arrival and departure time for logistics Help yourself morning coffee or tea with a toast  (website hidden) shoes to the second floor  2.Keep the volume low before 8am and after 10pm 3.Close the doors gently (website hidden) shower after  11pm (website hidden) Laundry after  before 9am and after 8pm 6.Keep the kitchen and  bathroom in decent condition after you 7.Close the shower curtain well (important) (website hidden) water around the sink (under the sink there is a sponge you can use it to dry) 9.Turn off the light when you leave the room 10.Trash out from the room  BLUE BOX recycling  11.Leave the key in the room THANK YOU PS: sorry, I need to be more strict about leaving the bathroom, kitchen neat, and lights. If you leave the lights on and the bathroom is water on the floor or around the sink, the security deposit will ",
2721198,East Village - 180º City View & Private Balcony,73259431731,unconfirmed,Esther & Aaron,Manhattan,East Village,40.72369,-73.9753,United States,US,FALSE,strict,Entire home/apt,2022,476,95,2,29,6/28/2019,0.86,4,1,396,,
3839606,Your NYC home in the Upper East Side!,80338476797,unconfirmed,Jime,Manhattan,Upper East Side,40.77579,-73.9557,United States,US,TRUE,flexible,Private room,2016,476,95,3,61,5/29/2019,1.01,5,5,14,#NAME?,
6321642,Amazing apartment available for a year to rent!,91862690049,unconfirmed,Sarah,Manhattan,Upper West Side,40.78015,-73.97875,United States,US,FALSE,strict,Entire home/apt,2022,476,95,30,2,9/28/2017,0.08,4,1,85,,
4080961,Apartment in Heart of Greenpoint,71945224069,verified,Molly,Brooklyn,Greenpoint,40.72607,-73.95103,United States,US,TRUE,strict,Private room,2014,477,95,2,26,6/20/2019,0.45,4,2,118,"Please Note: This unit was just renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, ple",
2738320,Big room only 90. Great location.,45255648180,unconfirmed,Asuka,Manhattan,Chelsea,40.74599,-73.99775,United States,US,FALSE,moderate,Private room,2016,477,95,6,4,12/28/2015,0.07,1,1,416,"This house is used year round, so please no smoking. Pets are unfortunately not allowed.",
1796648,Gorgeous Modern Manhattan Apt,1326373287,verified,Gal,Manhattan,Midtown,40.74648,-73.98459,United States,US,FALSE,moderate,Private room,2011,477,95,3,41,9/25/2015,0.52,5,1,294,,
4707269,NYC Duplex + Terrace in East 60s,25642074147,verified,Lindsay,Manhattan,Upper East Side,40.76172,-73.96074,United States,US,FALSE,moderate,Entire home/apt,2008,477,95,3,7,7/24/2016,0.13,5,1,343,"* Guest booking room, must be the person staying in room. DO NOT book room for somebody else! Thanks! * No smoking and pets are not allowed in the building. Also, only guests listed on the booking are allowed in this house. Sorry, friends and family are not allowed inside the house. For your safety, and mine. :) Lost keys will result in a $75 fee to replace the locks in the house.",
3513196,Charming XL 1br in Astoria,21636999086,verified,David,Queens,Astoria,40.77221,-73.92493,United States,US,TRUE,moderate,Entire home/apt,2013,477,95,5,22,5/17/2018,0.37,2,1,259,"Please take off your shoes when walking around in the apartment, especially in Winter.",
1318356,Modern Unique Studio in NYC,69724697185,unconfirmed,Vincent,Queens,Long Island City,40.75627,-73.9211,United States,US,TRUE,strict,Entire home/apt,2012,966,95,30,24,3/31/2019,0.25,3,8,259,"Professional building, please be considerate of other residents in the building. This is not a place for parties.",
6121157,LARGE APARTMENT near TRAIN!!,88211798354,verified,Jermaine Antonio,Brooklyn,Bushwick,40.68774,-73.9155,United States,US,TRUE,strict,Entire home/apt,2007,478,96,29,103,2/28/2019,2.16,5,1,328,"No guests over other than the ones in your booking. No smoking in apartment or rooftop lounge No partying No loud music that would disturb other residents. No pets. Must be clean and sanitary. If you cook, you must clean up and return all cooking utensils back in their proper place. If you wish to do laundry, bring your own detergent.",
5883668,Beautiful Williamsburg townhouse on a park.,35496455787,unconfirmed,Gabrielle & Malcolm,Brooklyn,Williamsburg,40.7154,-73.93866,United States,US,FALSE,strict,Entire home/apt,2020,478,96,30,6,4/19/2018,0.13,1,1,30,I am very laid back but I do expect you to respect my things and my space. No smoking inside the house!!!!,
7458275,Apartment in Lower Manhattan,98484154554,verified,Chikezie,Manhattan,Chinatown,40.71544,-73.99106,United States,US,TRUE,flexible,Private room,2018,478,96,1,1,10/28/2015,0.02,3,1,367,Please respect the residents in the building by keeping noise down and absolutely no smoking!  Thanks.,
3657347,"COOL, ARTSY & CENTRAL APARTMENT",43222129065,verified,Dee,Manhattan,East Village,40.73165,-73.98715,United States,US,TRUE,moderate,Entire home/apt,2013,478,96,7,90,6/14/2019,1.53,1,1,251,No Smoking No Pets,
8271261,Central Park South Luxury 3 Bedroom,43378999788,verified,CRNY Monthly Rentals,Manhattan,Midtown,40.76542,-73.97844,United States,US,FALSE,flexible,Entire home/apt,2020,478,96,30,5,2/15/2019,0.12,4,31,241,No excess noise Smoking Allowed Drinking Allowed Respect your room mates  No Drugs Respect your neighbours,
4256592,Private 1 Bdrm Suite in Historic Brownstone,59266195628,unconfirmed,Judith,Brooklyn,Brooklyn Heights,40.69276,-73.9963,United States,US,TRUE,flexible,Private room,2016,479,96,2,45,5/22/2019,0.79,2,1,412,#NAME?,
4325630,"Beautiful, bright, quiet room w/ private bathroom",56251580830,verified,Rustam,Brooklyn,Bushwick,40.69703,-73.93207,United States,US,FALSE,moderate,Private room,2021,479,96,2,53,6/17/2019,1.23,3,1,235,,
7035214,Private Bdrm in 2 BR Brooklyn Apt,62759636501,verified,Teddy,Brooklyn,Clinton Hill,40.68255,-73.96167,United States,US,FALSE,flexible,Private room,2017,479,96,2,12,10/14/2018,0.26,2,1,370,I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.,
8154726,Vibrant 1 Bedroom Apt.in Midtown,6803827413,unconfirmed,Joe,Manhattan,Hell's Kitchen,40.76542,-73.98702,United States,US,FALSE,strict,Entire home/apt,2016,479,96,2,55,6/24/2019,1.37,1,1,66,,
1361436,Scandinavian-apt for up to 5. LES,24135792092,verified,Kelley,Manhattan,Lower East Side,40.71876,-73.98851,United States,US,TRUE,moderate,Entire home/apt,,479,96,1,238,6/23/2019,2.59,4,1,244,,
4548207,"1,200 sq/ft loft +private backyard ",98359935669,unconfirmed,Avi,Manhattan,SoHo,40.72632,-74.00749,United States,US,TRUE,moderate,Entire home/apt,2017,479,96,3,1,2/16/2015,0.02,4,1,-5,"No smoking, no pets, no parties",
4527219,BRIGHT!-STEPS TO PARK!-SUBWAY OUTSIDE!-FITS 4!,6391391098,unconfirmed,Lia,Manhattan,Upper East Side,40.76904,-73.95902,United States,US,FALSE,moderate,Entire home/apt,2022,479,96,14,20,6/20/2019,0.37,5,1,258,,
6028923,Large Private Upper West Side Room,48515749618,verified,Maxwell,Manhattan,Upper West Side,40.78567,-73.97665,United States,US,FALSE,flexible,Private room,2020,479,96,1,7,9/26/2015,0.14,3,1,215,,
7739396,Gorgeous studio,96476693300,unconfirmed,John,Queens,Forest Hills,40.72484,-73.84505,United States,US,TRUE,strict,Entire home/apt,2005,479,96,4,74,6/27/2019,1.69,4,2,70,,
1488465,"Huge, Sunny, Open Loft in Brooklyn",11976848782,unconfirmed,Howard,Brooklyn,Bushwick,40.70462,-73.9228,United States,US,TRUE,moderate,Entire home/apt,2022,480,96,2,42,6/20/2019,0.48,4,1,215,- Guests can smoke outside the building in my backyard if they smoke. - Please arrive at or after 6:30pm as I work during the day and before 11:30pm.,
7342292,Big Bright Room in Bushwick NEXT to L and M Train,22327851964,verified,Unue,Brooklyn,Bushwick,40.69744,-73.90773,United States,US,TRUE,moderate,Private room,2014,480,96,4,57,6/23/2019,1.44,5,2,242,,
3728593,Large modern studio in Gramercy,93032789816,unconfirmed,Nevena,Manhattan,Kips Bay,40.73788,-73.98048,United States,US,FALSE,flexible,Entire home/apt,2010,480,96,1,9,5/21/2015,0.15,5,1,115,With respect to the property and other tenants,
3384511,quaint apartment with city views,31831248336,verified,Christian,Queens,Ridgewood,40.71046,-73.91786,United States,US,TRUE,strict,Entire home/apt,2015,480,96,5,25,12/25/2015,0.4,2,1,140,"No smoking and no pets, no parties.",
2420195,ARTSY & CONVENIENT in Williamsburg.,7006724355,unconfirmed,Savannah,Brooklyn,Bedford-Stuyvesant,40.69811,-73.95557,United States,US,FALSE,strict,Entire home/apt,2008,481,96,3,38,6/30/2019,0.54,2,1,403,"This is a smoke-free house. Otherwise, we just ask you to be respectful and considerate of others.",
7309707,Elegant Brooklyn Heights Studio,41059173486,unconfirmed,Emilie,Brooklyn,Brooklyn Heights,40.69933,-73.99249,United States,US,FALSE,flexible,Entire home/apt,2005,481,96,3,2,4/17/2017,0.06,1,1,162,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",
3448577,Gorgeous Apt in Bushwick Brooklyn,21513784465,verified,Arnan & Zahira,Brooklyn,Bushwick,40.70113,-73.91119,United States,US,FALSE,flexible,Entire home/apt,2003,481,96,5,5,6/17/2019,0.1,3,1,138,"Please have a great time but ask me before you have guests, discuss parking, no animals, no loud music, no smoking or drugs, no prostitution or smuggling and please be very respectful of owners, tenant's  and neighbors. Boston is a very exciting city, we ask that you enjoy it but when you enter the premises, we also ask that you leave the party at the party. Please leave the unit as you received it and enjoy a relaxing stay!",
5180038,Cozy 1 br apartment in Williamsburg,8690353238,verified,Andrew And Coline,Brooklyn,Williamsburg,40.7095,-73.94933,United States,US,TRUE,moderate,Entire home/apt,2019,481,96,3,1,4/27/2015,0.02,2,1,192,,
6913155,Brand new Williamsburg apt!,95265150146,verified,Oran,Brooklyn,Williamsburg,40.70828,-73.95246,United States,US,FALSE,strict,Private room,2004,481,96,7,1,9/18/2015,0.02,5,1,13,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
8237018,Soho/Greenwich Village Bedroom,92789310173,unconfirmed,Jessica,Manhattan,Greenwich Village,40.72791,-73.99997,United States,US,FALSE,flexible,Private room,2012,481,96,1,3,6/27/2016,0.07,4,3,155,,
1511109,TIMES SQUARE HOUSE!,40538094811,unconfirmed,Williams,Manhattan,Hell's Kitchen,40.75782,-73.99349,United States,US,TRUE,flexible,Private room,2016,481,96,5,110,5/26/2019,1.27,4,2,393,"1.  Check-in time is after 3 p.m. and check-out time is before 11 a.m.    2.  DO NOT TAKE KEYS WITH YOU! On the Departure Date, the keys shall be left on the kitchen counter.  The door to the Property MUST BE LOCKED BEHIND YOU using the key from the lockbox located inside the drawer to the foyer table.  The front door to the building can simply be closed behind you. 3. This is a NON SMOKING property. The smell of smoke in the property, including the common areas of the building, will result in loss of security deposit. 4. A Security Deposit of $250 is required for stays of less than one month.  For monthly stays a Security Deposit of $750 is required. The Security Deposit is fully refundable within 48 hours of departure, provided the following provisions are met:  a.    No damage is done to home or its contents, beyond normal wear and tear.  b.    No charges are incurred due to contraband, pets of Guest, or collection of rents or services rendered during the stay or any other act or om",
5317561,Full Floor Loft Style Apt/Noho/Bond,877928214,verified,Kristy,Manhattan,NoHo,40.72634,-73.9932,United States,US,FALSE,strict,Entire home/apt,2018,481,96,2,4,10/14/2015,0.08,4,1,324,#NAME?,
